id	bloque	titulo	cuerpo
207	Democracia Social	Assemblea de Professionals de la Cultura i Observatori Ciutadà de la Cultura	<p>Dentro de la nueva estructura del Ministerio de Cultura y Comunicación, crearemos la Asamblea de Profesionales de la Cultura y el Observatorio Ciudadano de la Cultura, donde todo el sector estará representado en su pluralidad y complejidad y participará de la gobernanza cultural. Ambos organismos persiguen neutralizar las injerencias políticas y evitar un uso partidista de la gestión de los asuntos culturales. La Asamblea de Profesionales de la Cultura participará en la gobernanza de los asuntos culturales con capacidad de decisión y establecerá puentes de diálogo entre la Administración y el sector cultural. En este sentido, la Asamblea asegurará unos cauces directos, eficaces y transparentes, con el objetivo de favorecer la participación de los profesionales y las profesionales en el diseño, la supervisión y el desarrollo de las políticas culturales. Tendrá un estatuto que especificará sus atribuciones, objetivos, responsabilidades, estructura organizativa, funcionamiento, y los derechos y las obligaciones de sus miembros. Contará con comisiones sectoriales específicas (música, artes visuales, artes escénicas, libro, patrimonio, audiovisuales, comunicación, etcétera) para atender a las particularidades de dichos ámbitos. </p><p>En cuanto al Observatorio Ciudadano de la Cultura, analizará y supervisará, a través de indicadores de retorno social, la marcha de los diferentes proyectos, velará por su correcto funcionamiento, por la gestión de los recursos culturales y servirá para que la ciudadanía participe en el diseño y la evaluación de las políticas culturales.</p>
208	Democracia Social	Mesures per a l'exercici responsable i eficaç de l'Administració Cultural Pública	<p>Aplicaremos la transparencia a todas las actuaciones del Ministerio de Cultura y Comunicación y de todos aquellos organismos dependientes, con el fin de garantizar la claridad informativa en la gestión y la adjudicación de los recursos, así como un acceso inmediato y sencillo a toda la información que tenga que ver con el Ministerio o esté supervisada por él. El Ministerio regulará el acceso a los cargos de responsabilidad en materia cultural estableciendo procesos transparentes y democráticos (mediante concurso público que requerirá la presentación de un proyecto), con el propósito de configurar un equipo de gestores que comprenda las complejidades del sector y actúe con competencia, capacidad de diálogo y eficiencia. De igual modo, se aplicarán la racionalidad, la proporción y unas medidas de control para regular el gasto de la Administración a la hora de establecer las retribuciones de los altos cargos (como los directores o directoras de las instituciones públicas o los organismos financiados mayoritariamente con fondos públicos), así como del conjunto del personal contratado por el Ministerio y de las instituciones u organismos dependientes que se dediquen al asesoramiento o las actividades artísticas y culturales. Cuando los servicios deban ser externalizados, se adoptarán todos los mecanismos de transparencia y se favorecerá la contratación de profesionales cualificados y se eliminará la aplicación de criterios estrictamente económicos en la concesión. Asimismo, se desarrollarán y ampliarán los códigos de las buenas prácticas existentes, se crearán nuevos códigos en los sectores que carezcan de ellos y se velará por su implantación efectiva, tanto en materia de actuaciones como de nombramiento de cargos y funcionamiento general de las instituciones públicas, mixtas o financiadas mayoritariamente con fondos públicos.</p>
209	Democracia Social	Direcció general de la Cultura Digital i Plataforma Pública de Cultura Oberta	<p>Incorporaremos la nueva Dirección General de la Cultura Digital al organigrama del Ministerio de Cultura y Comunicación. Esta actuará de modo transversal al resto de direcciones generales y tendrá como finalidad desarrollar políticas públicas culturales adaptadas al entorno digital. Desde esta nueva dirección general, entre otros proyectos, pondremos en marcha la Plataforma Pública de Cultura Abierta (PLACA), con el objetivo de poner a disposición de todas las personas contenidos libres de derechos, fomentar la distribución de creaciones digitales en general, divulgar los fondos culturales públicos y aumentar la difusión de la creación artística y del patrimonio cultural en el entorno digital. Entre otras, a través de PLACA se llevarán a cabo las siguientes actuaciones:</p><ul><li>Fomentar el uso y el conocimiento de contenidos y herramientas digitales libres de derechos.</li><li>Poner a disposición del público de modo gratuito (en streaming) las creaciones musicales, literarias, audiovisuales o de cualquier naturaleza digital, de aquellos creadores y productores independientes que lo soliciten.</li><li>Digitalizar los fondos artísticos de los museos públicos para ponerlos a disposición de la ciudadanía, así como desarrollar contenidos de realidad aumentada para la musealización de espacios patrimoniales, con fines educativos y de investigación.</li><li>Fomentar la difusión en el terreno digital, el desarrollo de nuevos contenidos digitales y la digitalización de los fondos de los centros de documentación y difusión públicos, tales como la Filmoteca Española, el Centro de Documentación Teatral, el Centro de Documentación de Música y Danza o la Biblioteca Nacional. Por otro lado, la Dirección General de la Cultura Digital también fomentará el proceso de digitalización del fondo editorial a través de la compra para bibliotecas de los títulos digitalizados, y colaborará en la gestión del préstamo de libros electrónicos con las bibliotecas públicas locales, autonómicas y estatales. </li></ul>
210	Democracia Social	IVA cultural reduït	<p>En el marco de un conjunto de medidas de una reforma de la fiscalidad de la cultura encaminado a dinamizar y estimular la creación, la producción, la distribución y el acceso, disminuiremos al tipo reducido el impuesto sobre el valor añadido (IVA) de los servicios y productos culturales actualmente sujetos al tipo normal. Esta reforma implicará una modificación de la Ley 37 / 1992 del IVA y tendrá como objeto su armonización con la normativa y jurisprudencia comunitaria, si bien se buscará, en consonancia con otros estados europeos, modificar la rigidez propia de la diferenciación entre el producto y el servicio, a efectos de determinar los tipos impositivos correspondientes. </p>
211	Democracia Social	Nova Llei de Mecenatge i Patrocini i Fons Social de la Cultura	<p>Promoveremos una nueva Ley de Mecenazgo y Patrocinio que fomente tanto el macromecenazgo como el micromecenazgo y la participación en la financiación de la cultura de particulares y empresas. Esta ley renovará el ámbito de colaboración entre lo público y lo privado y se relacionará con la creación de un Fondo Social de la Cultura, cuya gestión se realizará a través del concurso del Ministerio <br>de Cultura y Comunicación, la Asamblea de Profesionales de la Cultura y el Observatorio Ciudadano de la Cultura, con el fin de que los profesionales del sector y la sociedad civil en general se impliquen en la Administración. Este fondo contará con una ventana de proyectos abierta todo el año y su gestión se concentrará en el mapeo; la financiación; la mediación; y la promoción de proyectos, instituciones, iniciativas, empresas y particulares que desarrollen labores de creación, educación, investigación, difusión, distribución, conservación, producción y desarrollo de proyectos relacionados con el arte y la cultura en un sentido amplio. Se financiará con los siguientes resortes:</p><ul><li>El 18 % de los impuestos derivados de las transmisiones culturales entre particulares o sociedades.</li><li>Una nueva casilla específica destinada a fines culturales («Casilla Cultural»), que se introducirá en el modelo 100 de la declaración del impuesto sobre la renta de las personas físicas.</li><li>El 1,5 % cultural reflejado en la Ley de Patrimonio Histórico y que establece la obligación de destinar este porcentaje desde los presupuestos de los convenios de contratos de obras públicas a los trabajos de conservación o protección del patrimonio y el fomento de la creatividad artística. Esta competencia, hasta ahora compartida con el Ministerio de Fomento, le corresponderá exclusivamente al Ministerio de Cultura y Comunicación.</li><li>Aportaciones voluntarias de particulares y empresas (que optarían con ello a desgravaciones fiscales variables).</li><li>Aportaciones de la Administración central y otras administraciones europeas, autonómicas y locales que quieran implicarse en la gestión y colaborar solidariamente del fondo. </li></ul><p>La financiación de proyectos a través del Fondo Social de la Cultura se vinculará con el desarrollo de unas buenas prácticas; garantizará la pluralidad y diversidad de las manifestaciones artísticas y culturales; fomentará el desarrollo del tercer sector (asociaciones y emprendedores sin ánimo de lucro); valorará y garantizará el retorno artístico, cultural y social; se regirá por principios que aseguren el control del gasto de los fondos públicos y el seguimiento de los proyectos; contemplará un mayor abanico de modalidades; estará dirigido a una diversidad más amplia de agentes, proyectos, actividades e iniciativas receptoras que las actuales subvenciones y ayudas públicas, y facilitará el acceso y la programación de artistas y productores independientes. El Fondo Social de la Cultura permitirá desligar la financiación de las actividades culturales de los intereses privados, particulares o corporativos, como sucede en la actualidad, en aras de una cultura más diversa y sostenible. En colaboración con las administraciones autonómicas y locales, también se implicará en la rehabilitación, reforma y recuperación de espacios inadecuados, infrautilizados o en desuso para llevar a cabo actividades culturales. </p>
212	Democracia Social	Estatut de l'Artista i del Professional de la Cultura	<p>Como medida de estímulo a la actividad y para acabar con la precariedad, desarrollaremos e implementaremos un Estatuto del Artista y del Profesional de la Cultura, adaptado a las características de intermitencia del sector cultural y que comprenda tanto la actividad desarrollada por aquellos que realizan su trabajo por cuenta ajena o por cuenta propia. Dicho estatuto contemplará la especificidad de los ingresos de corte irregular de los profesionales de la cultura y creará una fiscalidad que se adapte a sus necesidades y que desemboque en una tributación justa tanto para la Hacienda Pública como para los interesados.</p><p>Entre otras medidas fiscales, vincularemos para todo tipo de autónomos la liquidación de los impuestos trimestrales con la fecha de pago del servicio prestado y no con la emisión de la correspondiente factura. En el caso de los trabajadores intermitentes, cuyas rentas sean elevadas pero irregulares en el tiempo, se establecerá un criterio de prorrateo a efectos de la aplicación del tipo fiscal correspondiente, con el objetivo de garantizar sobre estas rentas la progresividad contemplada en la Ley del Impuesto sobre la Renta de las Personas Físicas (LIRPF). Asimismo, se modificará el grupo específico de epígrafes en el impuesto sobre actividades económicas (IAE) para adaptarlo a las nuevas necesidades de los profesionales culturales por cuenta propia, con la idea de unificar el sector y vincular las medidas expuestas a sus características concretas.</p><p>En el terreno de la Seguridad Social, incluiremos un régimen específico de intermitentes culturales, enmarcado tanto en el Régimen General (para trabajadores por cuenta ajena) como en el de Autónomos (para trabajadores por cuenta propia), con el fin de contemplar todas las posibles situaciones profesionales donde los artistas y los trabajadores de la cultura pueden encontrarse. Fomentaremos la contratación laboral y eliminaremos el sistema de falsos autónomos incorporando el sistema de intermitencia en el régimen general cuando las características específicas de la prestación del servicio así lo determinen. En el caso de los trabajadores autónomos, modificaremos el sistema para que desarrollen su profesión sin necesidad de altas y bajas constantes, se reconozca en materia de prestaciones las especificidades del empleo intermitente y se garantice un pago de cuotas acorde y proporcional a los ingresos que hayan percibido. Dentro del régimen de la Seguridad Social se contemplarán las enfermedades y lesiones provenientes del desempeño de la labor artística y técnica para crear un régimen de baja laboral que respete la especificidad de la situación de estos trabajadores. Con respecto a los trabajadores de la cultura intermitentes, recogeremos en el Estatuto la jurisprudencia establecida por las Sentencias del Tribunal Supremo de 29 / 10 / 97 y 23 / 09 / 02, según las cuales no se requiere el alta en la Seguridad Social, siempre y cuando la actividad profesional desarrollada no sea la habitual y el régimen de ingresos derivado se encuentre por debajo del Indicador Público de Renta de Efectos Múltiples (IPREM). Igualmente, modificaremos el régimen de pluriempleo en la Seguridad Social para garantizar una mayor reducción de las cuotas en la compensación.</p><p>El Estatuto del Artista y del Profesional de la Cultura contemplará efectuar modificaciones en el Estatuto de los Trabajadores y la Ley Orgánica de Libertad Sindical, con el fin de garantizar el efectivo derecho de los trabajadores intermitentes a estar debidamente representados por sindicatos territorial y profesionalmente.</p><p>En el marco de este Estatuto y para fomentar la actividad artística sin ánimo de lucro, se modificará la Ley de Cooperativas con el propósito de permitir la creación de cooperativas de trabajo asociado a los trabajadores intermitentes, y vincular estos sectores a los hábitos y formas de la economía social y solidaria. </p>
213	Democracia Social	Estatut de la Informació	<p>Para atender a la histórica reivindicación del sector, aprobaremos en colaboración con las organizaciones profesionales un Estatuto que proteja el derecho a la información de la ciudadanía y recoja los deberes y derechos de los medios y periodistas para garantizar su independencia frente a las presiones, su seguridad y libertad de expresión, unas condiciones laborales dignas y unos derechos profesionales específicos, como la Cláusula de Conciencia o el derecho a formar Consejos de Redacción, de acuerdo al Código Deontológico aprobado por la Comisión Europea.</p>
214	Democracia Social	Nova Llei de Propietat Intel·lectual	<p>Convocaremos a representantes de la ciudadanía, titulares de derechos de propiedad intelectual, industrias culturales y empresas tecnológicas para alcanzar y promover un nuevo pacto social que acerque a creadores, intermediarios y ciudadanos, equilibre sus intereses sociales y configure un sistema de propiedad intelectual más equitativo, sostenible y justo. Es necesario abandonar la actual vía, fundamentalmente punitiva, que se ha revelado ineficaz, para construir un marco capaz de fomentar el acceso de la ciudadanía a la cultura, revalorizar la cultura como bien común, promover la pluralidad de modelos de difusión cultural y garantizar la sostenibilidad del sector, así como, en el marco de la normativa europea vigente, ajustarse a nuestra realidad cultural y tecnológica. </p><p>Se pondrá en valor a los autores, a los intérpretes y al resto de titulares de derechos de propiedad intelectual como generadores de obras y contenidos culturales, y se fomentará la flexibilidad en los modelos de difusión de la cultura y la autonomía de los creadores. </p><p>Por último, devolveremos al poder judicial la competencia exclusiva de decidir qué páginas webs y servicios de la sociedad de la información infringen la normativa sobre propiedad intelectual y sus consecuencias, y desharemos la atribución que la denominada ley Sinde-Wert realizó a una comisión dependiente del actual Ministerio de Educación, Cultura y Deporte.</p><p>A partir de estos principios, se impulsará una Ley de Propiedad Intelectual para:</p><ul><li>Posibilitar nuevos usos legales y gratuitos de obras protegidas en el ámbito de la enseñanza y la investigación, con la ampliación del límite de ilustración con fines educativos dispuesto en la norma.</li><li>Ampliar el concepto de cita para adaptarlo al contexto y la realidad actuales.</li><li>Posibilitar nuevos usos legales y gratuitos para la creación de obras derivadas de obras protegidas cuando no haya un ánimo de lucro.</li><li>Ampliación del concepto de copia privada, sin perjuicio del establecimiento de un modelo adecuado de remuneración compensatoria para los autores y demás titulares de derechos, tal como obligan las directivas europeas.</li><li>Eliminar el canon de la Asociación de Editores de Diarios Españoles (AEDE) o «tasa Google».</li><li>Impulsar la difusión sin ánimo de lucro y el acceso legal y gratuito a obras nuevas financiadas con dinero público, por un tiempo, medio o formato determinado y pasado el plazo suficiente desde la primera divulgación para asegurar su amortización y explotación, en consonancia con la actividad de la nueva Plataforma de Cultura Abierta (PLACA).</li><li>Priorizar el software libre sobre el privativo en las administraciones públicas cuando existan herramientas libres equivalentes.</li><li>Promover que las entidades de gestión de derechos existentes o de nueva creación garanticen el ejercicio de los derechos de gestión colectiva obligatoria que la norma considera irrenunciables a todos aquellos titulares que quieran ofrecer sus obras mediante licencias abiertas o libres. Asimismo, apostamos por dinamizar el ámbito de actuación de las entidades de gestión de derechos y relajar los requisitos legales para su creación. También apostamos por introducir mecanismos que aseguren su gestión responsable, la transparencia y la democracia interna, además de controles en sus tarifas para implantar progresivamente la obligatoriedad de que sus repertorios sean públicos.</li><li>Contemplar como autores a los periodistas, los directores de escena y los diseñadores escénicos y audiovisuales, entre otros. </li></ul>
215	Democracia Social	Pla Operatiu de Foment de la Difusió i l'Accés a la Cultura Digital	<p>El objetivo es garantizar el derecho de la ciudadanía al acceso a la cultura, la protección a los creadores, la sostenibilidad y la pluralidad de modelos de difusión cultural en el entorno digital:</p><ul><li>Apoyaremos y fomentaremos las plataformas de acceso legal a obras y contenidos culturales, impulsando nuevos modelos de negocio que ofrezcan alternativas legales y atractivas a los ciudadanos. No nos limitaremos a fomentar estas plataformas en el plano económico, sino que estableceremos un marco de mediación entre los titulares de derechos sobre las distintas ventanas de explotación de las obras y las plataformas de acceso legal.</li><li>Crearemos una comisión experta con vistas a superar un modelo ineficaz, basado en la represión de la descarga de contenidos sin ánimo de lucro, y a alcanzar el indispensable equilibrio entre el libre acceso de la ciudadanía a la cultura y el sostenimiento de los autores, titulares de derechos, industrias culturales y empresas tecnológicas. En esta comisión experta tendrán representación todos los agentes implicados con el compromiso de evaluar y sopesar dichos modelos, así como de buscar alternativas de remuneración o compensación para los creadores y otros titulares de derechos por los nuevos usos que se hacen de sus obras en Internet. </li></ul>
216	Democracia Social	Pla Operatiu d'Accés i Gaudiment de la Cultura	<p>Desplegaremos un conjunto de actuaciones que permitan fomentar el derecho de la ciudadanía a participar de la vida cultural (artículos 9.2 y 44.1 de la Constitución española) mediante el impulso de instrumentos para su conocimiento, difusión, participación y acceso. Al fomentar el acceso a la cultura, esta se convierte en un factor real de disfrute y crítica. En el caso del patrimonio, su conservación, su investigación y su difusión son la garantía de que ese conocimiento perviva. La creación de nuevos públicos y lectores, el fortalecimiento de los habituales y el aumento de la participación en las propuestas culturales son desafíos que conectan con la existencia de una ciudadanía democrática y activa. Para la consolidación de un tejido cultural estable y sostenible también es clave un público más amplio, más implicado y más fiel. Entre otras medidas, y en coordinación con el Plan Operativo para una Ciudadanía Lectora y con la Escuela de Espectadores, este plan contemplará: </p><ul><li>El apoyo a las bibliotecas desde la perspectiva social (públicas y escolares) y científica (universitarias y patrimoniales), con la estimulación de la compra de nuevos fondos, con la creación de una plataforma pública de préstamo de libros electrónicos y con la modernización de sus equipamientos.</li><li>El aumento de la presencia de contenidos culturales en todos los canales de difusión de RTVE, con un enfoque pluralista que promueva el conocimiento de la riqueza cultural y lingüística de todos los territorios. Se dotará a La 2 de RTVE de un carácter decididamente cultural que dinamice el conocimiento de la creación artística e incluya contenidos específicos y adaptados a los diferentes territorios. En esta misma línea, fomentaremos los vínculos y la colaboración con el canal cultural europeo Arte, así como con otros canales de difusión y producción internacionales.</li><li>El impulso de la distribución de producciones escénicas plurales a través de la dinamización, adecuación y actualización de las redes y espacios de exhibición de nuestro territorio.</li><li>La actualización y optimización de los recursos e iniciativas de, entre otros, el Centro Nacional de Difusión Musical y el Centro de Documentación Teatral.</li><li>En diálogo con la comunidad educativa, el aumento <br>de materias relacionadas con la cultura y la variedad de prácticas artísticas, la creatividad y el conocimiento y las destrezas de orden visual, audiovisual, musical y escénico para incluirlas en la formación reglada (infantil, primaria, secundaria y bachillerato).</li><li>El desarrollo de iniciativas encaminadas al fomento de las asociaciones y grupos aficionados a las diversas disciplinas artísticas. </li></ul>
217	Democracia Social	Pla Operatiu per a una Ciutadania Lectora	<p>El Plan Operativo para una Ciudadanía Lectora, destinado a aumentar los índices de lectura en todas las edades, con especial atención a la infancia y a la juventud, coordinará las distintas iniciativas existentes para encajarlas con otras nuevas en un modelo específico. Se compondrá de una red de proyectos, en colaboración con las administraciones autonómicas y locales, de participación, valoración y análisis, tanto en el ámbito de las escuelas, institutos, colegios, universidades y centros artísticos superiores como entre el público en general. Desarrollará herramientas para impulsar y profesionalizar las bibliotecas escolares, crear mediadores a través de centros de formación al profesorado y de los grados de Magisterio y Pedagogía, implicar a autores, ilustradores y editores en las actividades de los centros de enseñanza, lanzar políticas comunicativas de sensibilización con la lectura en televisiones y radios públicas y generar dispositivos de rescate y modernización del tejido librero. </p>
218	Democracia Social	Escola d'Espectadors	<p>La Escuela de Espectadores funcionará como un sistema específico de mediación cultural y formación del público en cualquier tipo de manifestación artística y cultural. La Escuela de Espectadores será un proyecto público en el que estarán llamados a colaborar instituciones públicas y privadas, fundaciones, asociaciones profesionales, redes comunitarias y ciudadanos particulares. Integrará y coordinará el desarrollo de todas las iniciativas públicas y privadas sin ánimo de lucro pensadas para impulsar y poner en marcha servicios y departamentos educativos específicos e interdisciplinares en salas de teatro, danza, cine y música, museos, centros culturales, fundaciones y cualquier otra entidad o espacio cultural. A su vez, a través de sus especialistas, difundirá contenidos de apreciación artística con el desarrollo de sesiones de análisis y valoración centradas en las propuestas culturales concretas que se oferten en la cartelera o en muestras y festivales. </p>
219	Democracia Social	Campanya per a una Audiència Activa	<p>Promoveremos campañas de conocimiento de la realidad mediática para concienciar al conjunto de la ciudadanía acerca de la importancia de los medios de comunicación en el funcionamiento democrático de nuestra sociedad. Fomentaremos la implicación y la participación directa de la ciudadanía en los medios sin ánimo de lucro y de titularidad pública, tanto en la gestión como en la elaboración de contenidos, a través de plataformas digitales interactivas, el Observatorio de la Cultura, el Consejo Social, el Defensor del Usuario, proyectos educativos, etcétera. En este sentido, se abrirán líneas de colaboración con la sociedad civil para superar la concepción de una audiencia pasiva hacia un rol activo en la conformación de un debate plural y una información de calidad. </p>
220	Democracia Social	Pla Operatiu de Foment de la Diversitat Cultural	<p>Pondremos en marcha un conjunto de iniciativas encaminadas a promover la diversidad en las formas de expresión artística, la riqueza de nuestras lenguas y culturas, la conservación de las manifestaciones en peligro de desaparición y el desarrollo de proyectos de carácter exploratorio y de investigación, con el objetivo de acercar al público la enorme variedad cultural que se produce actualmente y, a la vez, apoyar a nuestros creadores desde la defensa de la pluralidad. </p>
221	Democracia Social	Pla Operatiu de Cultura per la Igualtat i Igualtat en la Cultura	<p>Crearemos una unidad de coordinación entre la Secretaría de Estado de Igualdad y el Ministerio de Cultura para el sector cultural, cuyas funciones serán:</p><ul><li>Promover la igualdad de género a través de la presencia de las mujeres tanto en la cara visible como en la no visible de la gestión y prácticas culturales.</li><li>Evitar que las administraciones públicas contribuyan a la financiación y difusión de los estereotipos sexuales e imágenes sexistas, discriminatorias y que consideren a la mujer como un objeto.</li><li>Impulsar actividades culturales centradas en la participación e iniciativa de mujeres migrantes, gitanas y con diversidad funcional, para facilitar su acceso a la participación en la vida pública.</li><li>Fomentar la creación cultural con perspectiva de género y por parte de mujeres artistas, así como el reconocimiento y la visibilidad del arte hecho por mujeres y su adquisición en museos y otros centros similares.</li><li>Contribuir a una representación igualitaria y no sexista de hombres y mujeres en los medios de comunicación, así como a una mayor y más diversa presencia de mujeres, más allá de los estereotipos mediáticos femeninos. </li></ul>
222	Democracia Social	Pla Operatiu d'Inclusió Social en Matèria Cultural	<p>Con el objetivo de hacer visible y poner en valor todas las formas y prácticas culturales, impulsaremos las diferentes escenas culturales de la migración, las manifestaciones artísticas de la infancia, la juventud y la tercera edad y el acceso, el disfrute y la creatividad en personas con diversidad funcional o con distintas discapacidades. </p>
223	Democracia Social	Pla Operatiu d'Internacionalització de la Cultura Produïda a l’Estat espanyol	<p>La internacionalización de la cultura será un eje de acción relevante dentro de la estrategia para hacer de la cultura una herramienta de cohesión social y de cooperación internacional y un motor económico, que comprenda las diferentes áreas geográficas no solo como nichos de mercado, sino también como espacios culturales de alto interés social. Si damos a conocer en el exterior la cultura producida en España conseguiremos distintos objetivos: </p><ul><li>Trasladar la realidad de que España es un importante polo de creación cultural.</li><li>Incrementar el intercambio de conocimiento y experiencias entre agentes culturales.</li><li>Aumentar la visibilidad e influencia de nuestra cultura en el extranjero e incentivar su acceso y consumo.</li><li>Atraer inversiones extranjeras a proyectos culturales que surgen y se desarrollan en España.</li></ul><p>Para apoyar a los profesionales de la cultura, a las asociaciones, a las cooperativas y a las empresas en su labor de internacionalización y difundir esa realidad de polo cultural, pondremos en marcha una oficina de mediación que operará con el sello «EsCultura». Al amparo de este sello, la oficina establecerá una acción coordinada y común para asistir a los agentes culturales de todas las expresiones artísticas y para facilitarles el acceso a fondos y subvenciones extranjeras, con lo que se intentaría garantizar una presencia continuada en los foros culturales internacionales. Favoreceremos la difusión en el extranjero de proyectos de pequeña, mediana y gran escala, representativos del tejido cultural rico y diverso de nuestro país, a través de intercambios, becas, giras, producción de eventos, festivales, exposiciones, encuentros, pitchings (presentaciones) y clústeres tecnológicos.</p><p>Como oficina de mediación, EsCultura favorecerá la coordinación de las acciones culturales que en la actualidad llevan a cabo muy diferentes organismos: Instituto Cervantes, Agencia Española de Cooperación Internacional para el Desarrollo (AECID), Acción Cultural Española, Institut Ramón Llull, Institut d’Estudis Baleàrics, Ministerio de Industria, Instituto Español de Comercio Exterior, centros culturales de España, embajadas españolas en el extranjero y Fundación Carolina. </p>
224	Democracia Social	Xarxa de destinacions patrimonials	<p>Impulsaremos los valores de la cultura y del patrimonio, material e inmaterial, con la creación de una Red de Destinos Patrimoniales que reúna todos los recursos españoles incluidos en la Lista del Patrimonio Mundial de la Unesco.</p><p>Asimismo, desarrollaremos medidas encaminadas a la protección activa y pasiva de los bienes patrimoniales, culturales y ambientales, para lo que estableceremos planes de uso y gestión de dichos bienes acordes con las exigencias derivadas de su preservación.</p><p><br></p><p><br><br><br><br></p><p>Democracia, transparencia <br>y lucha contra la corrupción</p>
225	Democracia Política	Revocatoris per incompliment del programa electoral	<p>Los programas electorales han de ser entendidos como contratos con la ciudadanía. Por eso, Podemos establece unos compromisos mínimos contractuales y, en caso de incumplimiento, planteará una convocatoria de elecciones. Así, a los dos años de mandato se pondrá en marcha en el Congreso de los Diputados una comisión no permanente en la que se analizará el grado de cumplimiento del programa electoral. La actividad de esa comisión se desarrollará durante un máximo de seis meses, y las conclusiones de sus trabajos se elevarán al Pleno de la Cámara.</p><p>De producirse un incumplimiento sustancial y manifiesto del programa electoral, se podrá poner en marcha un proceso revocatorio. Para ello, la iniciativa debe contar con el respaldo de 158 diputados y las firmas debidamente auditadas del 15 % del censo electoral estatal.</p><p>Si se cumplen ambos requisitos, se llevará a cabo un referéndum en el que se preguntará a la ciudadanía si deben celebrarse nuevas elecciones por incumplimiento de programa. Y si el resultado del referéndum es sí, el presidente del Gobierno convocará elecciones en un plazo máximo de treinta días.</p>
226	Democracia Política	Revocació de càrrecs públics, Iniciativa legislativa Popular, Iniciativa de Veto Popular i Iniciativa de Processos Deliberatius Populars: la democràcia de totes i de tots	<p>Desarrollaremos un marco normativo que facilite las iniciativas de la gente para que su voz irrumpa en las instituciones, e incorporaremos saberes y sentires populares a los debates parlamentarios a través de instrumentos de participación diversos e inclusivos:</p><ul><li>Iniciativa Legislativa Popular (ILP). Eliminaremos las trabas actuales: desde los estrictos requisitos para su presentación hasta la falta de debate parlamentario. </li><li>Iniciativa de Procesos Deliberativos Populares. Sirve para abrir un proceso de deliberación ciudadana (presupuestos participativos, uso de espacios públicos, etcétera) a instancia de una iniciativa popular.</li><li>Iniciativa de Veto Popular. Es un instrumento de democracia directa que pone de manifiesto la oposición ciudadana a determinadas normas que le afectan directamente. </li><li>Iniciativa de Consulta Popular. Permite a la gente impulsar el inicio de una consulta en el ámbito competencial correspondiente.</li><li>Revocatorio Popular. Se pone en marcha ante determinadas situaciones de pérdida de legitimidad de las personas que nos representan.</li></ul>
227	Democracia Política	Reglaments parlamentaris per al debat democràtic	<p>Convertiremos los reglamentos parlamentarios de las cámaras generales del Estado en una herramienta para la transparencia, la participación ciudadana y la rendición de cuentas de dichas instituciones. La reforma de los reglamentos incide en tres aspectos fundamentales:</p><ul><li>Mayor fuerza de la ciudadanía: participación de la sociedad civil en el proceso legislativo. Crearemos espacios mixtos de deliberación durante la tramitación legislativa donde participen representantes políticos, personal técnico y ciudadanía. Incluiremos el escaño ciudadano.</li><li>Todas las actividades parlamentarias estarán regidas por los principios de transparencia y control político. Desarrollaremos herramientas web accesibles que hagan transparente la actividad en las cámaras.</li><li>Capacidad de actuación y derechos básicos igualitarios para todos los grupos parlamentarios en los órganos de las cámaras. La pluralidad política es el fiel reflejo de la diversidad y de la pluralidad de la sociedad.</li></ul>
228	Democracia Política	Igualtat política: reforma del sistema electoral	<p>Reformaremos el sistema electoral para el Congreso de los Diputados. Para ello, estableceremos la circunscripción autonómica como única base territorial para la asignación de diputados, y utilizaremos fórmulas de la media mayor que garanticen la igualdad del peso del voto de todos los ciudadanos. La distribución de diputados entre las distintas comunidades autónomas se llevará a cabo de acuerdo con el peso demográfico de cada una de ellas. </p><p>Abriremos un amplio debate ciudadano sobre el resto de los componentes del sistema electoral.</p>
229	Democracia Política	Nou eix territorial basat en cinc eixos conceptuals	<p>Implantaremos un nuevo modelo territorial basado en los siguientes ejes conceptuales: </p><ul><li>Construcción de una nueva gobernanza democrática e inclusiva.</li><li>Principios de autonomía, subsidiariedad, eficiencia, responsabilidad y control democrático. </li><li>Ámbito local clave en la proximidad del Estado de bienestar. </li><li>Reducción de niveles institucionales ineficientes.</li><li>Sistema de financiación equitativo y suficiente para garantizar los servicios públicos esenciales.</li></ul><p>En las diputaciones provinciales (y equivalentes):</p><ul><li>Progresiva asunción de las competencias y recursos de las diputaciones provinciales hasta su supresión constitucional.</li><li>Coordinación autonómica de las actuales funciones de las diputaciones provinciales.</li></ul><p>En los municipios:</p><ul><li>Devolución de las competencias en materia de bienestar social a los municipios.</li><li>Revisión del sistema de financiación.</li><li>Supresión de la autorización del Consejo de Ministros para la celebración de consultas populares locales.</li></ul><p>En las áreas metropolitanas y comarcas:</p><ul><li>Reconocimiento y articulación del hecho metropolitano para la gestión compartida de servicios comunes derivados de sus relaciones de proximidad y control democrático de su gestión.</li><li>Asignación de recursos por municipios con garantía de contribución estatal suficiente.</li></ul>
230	Democracia Política	Obligació legal de presentar-se a primàries per part de tots aquells candidats a presidir òrgans executius dels partits polítics	<p>Los partidos políticos estarán obligados legalmente a presentar a primarias a todos aquellos candidatos a presidir sus órganos ejecutivos.</p><p>La Junta Electoral Central organizará un sistema telemático y presencial de participación para que durante un periodo determinado la gente pueda votar al precandidato dentro del partido que elija.</p>
